Period,Variable,Shock,Value
59,R_3,eps_G_5,1.457195517363509e-6
60,R_3,eps_G_5,1.311475965627158e-6
61,R_3,eps_G_5,1.1803283690644423e-6
62,R_3,eps_G_5,1.062295532157998e-6
63,R_3,eps_G_5,9.560659789421982e-7
64,R_3,eps_G_5,8.604593810479782e-7
65,R_3,eps_G_5,7.744134429431803e-7
66,R_3,eps_G_5,6.969720986488622e-7
67,R_3,eps_G_5,6.27274888783976e-7
68,R_3,eps_G_5,5.645473999055782e-7
69,R_3,eps_G_5,5.080926599150204e-7
70,R_3,eps_G_5,4.5728339392351833e-7
71,R_3,eps_G_5,4.115550545311664e-7
72,R_3,eps_G_5,3.703995490780497e-7
73,R_3,eps_G_5,3.333595941702448e-7
74,R_3,eps_G_5,3.0002363475322025e-7
75,R_3,eps_G_5,2.7002127127789826e-7
76,R_3,eps_G_5,2.430191441501084e-7
77,R_3,eps_G_5,2.1871722973509757e-7
78,R_3,eps_G_5,1.9684550676158778e-7
79,R_3,eps_G_5,1.7716095608542897e-7
80,R_3,eps_G_5,1.5944486047688607e-7
81,R_3,eps_G_5,1.4350037442919746e-7
82,R_3,eps_G_5,1.2915033698627772e-7
83,R_3,eps_G_5,1.1623530328764995e-7
84,R_3,eps_G_5,1.0461177295888495e-7
85,R_3,eps_G_5,9.415059566299644e-8
86,R_3,eps_G_5,8.473553609669677e-8
87,R_3,eps_G_5,7.626198248702708e-8
88,R_3,eps_G_5,6.863578423832438e-8
89,R_3,eps_G_5,6.177220581449193e-8
90,R_3,eps_G_5,5.5594985233042727e-8
91,R_3,eps_G_5,5.0035486709738456e-8
92,R_3,eps_G_5,4.50319380387646e-8
93,R_3,eps_G_5,4.052874423488815e-8
94,R_3,eps_G_5,3.647586981139932e-8
95,R_3,eps_G_5,3.28282828302594e-8
96,R_3,eps_G_5,2.9545454547233454e-8
97,R_3,eps_G_5,2.6590909092510103e-8
98,R_3,eps_G_5,2.3931818183259092e-8
99,R_3,eps_G_5,2.1538636364933182e-8
100,R_3,eps_G_5,1.9384772728439866e-8
1,R_4,eps_G_5,0.0009466733384722858
2,R_4,eps_G_5,0.0008520060046250574
3,R_4,eps_G_5,0.0007668054041625515
4,R_4,eps_G_5,0.0006901248637462961
5,R_4,eps_G_5,0.0006211123773716664
6,R_4,eps_G_5,0.0005590011396344997
7,R_4,eps_G_5,0.0005031010256710495
8,R_4,eps_G_5,0.0004527909231039444
9,R_4,eps_G_5,0.00040751183079354984
10,R_4,eps_G_5,0.00036676064771419477
11,R_4,eps_G_5,0.00033008458294277523
12,R_4,eps_G_5,0.00029707612464849765
13,R_4,eps_G_5,0.0002673685121836478
14,R_4,eps_G_5,0.00024063166096528296
15,R_4,eps_G_5,0.0002165684948687546
16,R_4,eps_G_5,0.0001949116453818791
17,R_4,eps_G_5,0.00017542048084369117
18,R_4,eps_G_5,0.00015787843275932197
19,R_4,eps_G_5,0.00014209058948338974
20,R_4,eps_G_5,0.00012788153053505072
21,R_4,eps_G_5,0.00011509337748154563
22,R_4,eps_G_5,0.00010358403973339105
23,R_4,eps_G_5,9.322563576005192e-5
24,R_4,eps_G_5,8.39030721840467e-5
25,R_4,eps_G_5,7.551276496564202e-5
26,R_4,eps_G_5,6.79614884690778e-5
27,R_4,eps_G_5,6.116533962217002e-5
28,R_4,eps_G_5,5.5048805659953e-5
29,R_4,eps_G_5,4.954392509395769e-5
30,R_4,eps_G_5,4.458953258456191e-5
31,R_4,eps_G_5,4.013057932610571e-5
32,R_4,eps_G_5,3.611752139349513e-5
33,R_4,eps_G_5,3.2505769254145614e-5
34,R_4,eps_G_5,2.9255192328731046e-5
35,R_4,eps_G_5,2.6329673095857932e-5
36,R_4,eps_G_5,2.3696705786272137e-5
37,R_4,eps_G_5,2.1327035207644916e-5
38,R_4,eps_G_5,1.919433168688042e-5
39,R_4,eps_G_5,1.727489851819237e-5
40,R_4,eps_G_5,1.554740866637313e-5
41,R_4,eps_G_5,1.3992667799735814e-5
42,R_4,eps_G_5,1.259340101976223e-5
43,R_4,eps_G_5,1.1334060917786003e-5
44,R_4,eps_G_5,1.02006548260074e-5
45,R_4,eps_G_5,9.180589343406659e-6
46,R_4,eps_G_5,8.262530409065991e-6
47,R_4,eps_G_5,7.43627736815939e-6
48,R_4,eps_G_5,6.692649631343449e-6
49,R_4,eps_G_5,6.0233846682091024e-6
50,R_4,eps_G_5,5.4210462013881914e-6
51,R_4,eps_G_5,4.878941581249371e-6
52,R_4,eps_G_5,4.391047423124432e-6
53,R_4,eps_G_5,3.951942680811989e-6
54,R_4,eps_G_5,3.5567484127307883e-6
55,R_4,eps_G_5,3.2010735714577088e-6
56,R_4,eps_G_5,2.880966214311937e-6
57,R_4,eps_G_5,2.5928695928807427e-6
58,R_4,eps_G_5,2.333582633592668e-6
59,R_4,eps_G_5,2.1002243702334003e-6
60,R_4,eps_G_5,1.89020193321006e-6
61,R_4,eps_G_5,1.7011817398890537e-6
62,R_4,eps_G_5,1.5310635659001478e-6
63,R_4,eps_G_5,1.377957209310133e-6
64,R_4,eps_G_5,1.240161488379119e-6
65,R_4,eps_G_5,1.116145339541207e-6
66,R_4,eps_G_5,1.0045308055870863e-6
67,R_4,eps_G_5,9.040777250283772e-7
68,R_4,eps_G_5,8.136699525255393e-7
69,R_4,eps_G_5,7.323029572729851e-7
70,R_4,eps_G_5,6.590726615456865e-7
71,R_4,eps_G_5,5.931653953911177e-7
72,R_4,eps_G_5,5.338488558520057e-7
73,R_4,eps_G_5,4.804639702668051e-7
74,R_4,eps_G_5,4.324175732401245e-7
75,R_4,eps_G_5,3.8917581591611193e-7
76,R_4,eps_G_5,3.5025823432450077e-7
77,R_4,eps_G_5,3.152324108920506e-7
78,R_4,eps_G_5,2.837091698028455e-7
79,R_4,eps_G_5,2.553382528225608e-7
80,R_4,eps_G_5,2.298044275403047e-7
81,R_4,eps_G_5,2.0682398478627418e-7
82,R_4,eps_G_5,1.8614158630764671e-7
83,R_4,eps_G_5,1.6752742767688206e-7
84,R_4,eps_G_5,1.507746849091938e-7
85,R_4,eps_G_5,1.356972164182744e-7
86,R_4,eps_G_5,1.221274947764469e-7
87,R_4,eps_G_5,1.0991474529880219e-7
88,R_4,eps_G_5,9.892327076892194e-8
89,R_4,eps_G_5,8.903094369202973e-8
90,R_4,eps_G_5,8.012784932282674e-8
91,R_4,eps_G_5,7.211506439054406e-8
92,R_4,eps_G_5,6.490355795148962e-8
93,R_4,eps_G_5,5.841320215634065e-8
94,R_4,eps_G_5,5.2571881940706573e-8
95,R_4,eps_G_5,4.731469374663591e-8
96,R_4,eps_G_5,4.2583224371972305e-8
97,R_4,eps_G_5,3.8324901934775064e-8
98,R_4,eps_G_5,3.449241174129756e-8
99,R_4,eps_G_5,3.104317056716779e-8
100,R_4,eps_G_5,2.7938853510451004e-8
1,R_5,eps_G_5,0.003078773670113938
2,R_5,eps_G_5,0.002770896303102544
3,R_5,eps_G_5,0.002493806672792289
4,R_5,eps_G_5,0.0022444260055130595
5,R_5,eps_G_5,0.0020199834049617533
6,R_5,eps_G_5,0.0018179850644655779
7,R_5,eps_G_5,0.0016361865580190199
8,R_5,eps_G_5,0.0014725679022171176
9,R_5,eps_G_5,0.0013253111119954056
10,R_5,eps_G_5,0.0011927800007958647
11,R_5,eps_G_5,0.0010735020007162782
12,R_5,eps_G_5,0.0009661518006446502
13,R_5,eps_G_5,0.0008695366205801851
14,R_5,eps_G_5,0.0007825829585221665
15,R_5,eps_G_5,0.0007043246626699496
16,R_5,eps_G_5,0.0006338921964029545
17,R_5,eps_G_5,0.000570502976762659
18,R_5,eps_G_5,0.000513452679086393
19,R_5,eps_G_5,0.0004621074111777536
20,R_5,eps_G_5,0.0004158966700599781
21,R_5,eps_G_5,0.0003743070030539803
22,R_5,eps_G_5,0.00033687630274858223
23,R_5,eps_G_5,0.0003031886724737239
24,R_5,eps_G_5,0.00027286980522635155
25,R_5,eps_G_5,0.00024558282470371634
26,R_5,eps_G_5,0.00022102454223334465
27,R_5,eps_G_5,0.00019892208801001017
28,R_5,eps_G_5,0.00017902987920900916
29,R_5,eps_G_5,0.0001611268912881082
30,R_5,eps_G_5,0.0001450142021592974
31,R_5,eps_G_5,0.0001305127819433676
32,R_5,eps_G_5,0.00011746150374903083
33,R_5,eps_G_5,0.00010571535337412773
34,R_5,eps_G_5,9.514381803671495e-5
35,R_5,eps_G_5,8.562943623304344e-5
36,R_5,eps_G_5,7.706649260973909e-5
37,R_5,eps_G_5,6.935984334876516e-5
38,R_5,eps_G_5,6.242385901388863e-5
39,R_5,eps_G_5,5.618147311249976e-5
40,R_5,eps_G_5,5.056332580124977e-5
41,R_5,eps_G_5,4.550699322112479e-5
42,R_5,eps_G_5,4.0956293899012304e-5
43,R_5,eps_G_5,3.686066450911106e-5
44,R_5,eps_G_5,3.317459805819995e-5
45,R_5,eps_G_5,2.985713825237995e-5
46,R_5,eps_G_5,2.687142442714195e-5
47,R_5,eps_G_5,2.4184281984427752e-5
48,R_5,eps_G_5,2.1765853785984978e-5
49,R_5,eps_G_5,1.9589268407386477e-5
50,R_5,eps_G_5,1.7630341566647825e-5
51,R_5,eps_G_5,1.586730740998304e-5
52,R_5,eps_G_5,1.428057666898473e-5
53,R_5,eps_G_5,1.2852519002086255e-5
54,R_5,eps_G_5,1.1567267101877628e-5
55,R_5,eps_G_5,1.0410540391689865e-5
56,R_5,eps_G_5,9.369486352520876e-6
57,R_5,eps_G_5,8.432537717268788e-6
58,R_5,eps_G_5,7.589283945541907e-6
59,R_5,eps_G_5,6.830355550987715e-6
60,R_5,eps_G_5,6.147319995888943e-6
61,R_5,eps_G_5,5.5325879963000464e-6
62,R_5,eps_G_5,4.9793291966700415e-6
63,R_5,eps_G_5,4.481396277003037e-6
64,R_5,eps_G_5,4.0332566493027336e-6
65,R_5,eps_G_5,3.629930984372459e-6
66,R_5,eps_G_5,3.2669378859352126e-6
67,R_5,eps_G_5,2.9402440973416906e-6
68,R_5,eps_G_5,2.646219687607521e-6
69,R_5,eps_G_5,2.3815977188467684e-6
70,R_5,eps_G_5,2.1434379469620913e-6
71,R_5,eps_G_5,1.929094152265882e-6
72,R_5,eps_G_5,1.7361847370392932e-6
73,R_5,eps_G_5,1.5625662633353638e-6
74,R_5,eps_G_5,1.4063096370018274e-6
75,R_5,eps_G_5,1.2656786733016444e-6
76,R_5,eps_G_5,1.1391108059714798e-6
77,R_5,eps_G_5,1.0251997253743317e-6
78,R_5,eps_G_5,9.226797528368985e-7
79,R_5,eps_G_5,8.304117775532085e-7
80,R_5,eps_G_5,7.473705997978875e-7
81,R_5,eps_G_5,6.726335398180987e-7
82,R_5,eps_G_5,6.053701858362888e-7
83,R_5,eps_G_5,5.448331672526599e-7
84,R_5,eps_G_5,4.903498505273938e-7
85,R_5,eps_G_5,4.413148654746543e-7
86,R_5,eps_G_5,3.9718337892718877e-7
87,R_5,eps_G_5,3.5746504103446984e-7
88,R_5,eps_G_5,3.217185369310228e-7
89,R_5,eps_G_5,2.8954668323792047e-7
90,R_5,eps_G_5,2.6059201491412837e-7
91,R_5,eps_G_5,2.3453281342271553e-7
92,R_5,eps_G_5,2.1107953208044391e-7
93,R_5,eps_G_5,1.899715788723995e-7
94,R_5,eps_G_5,1.7097442098515953e-7
95,R_5,eps_G_5,1.5387697888664356e-7
96,R_5,eps_G_5,1.3848928099797917e-7
97,R_5,eps_G_5,1.2464035289818123e-7
98,R_5,eps_G_5,1.1217631760836311e-7
99,R_5,eps_G_5,1.0095868584752679e-7
100,R_5,eps_G_5,9.086281726277409e-8
1,b_1_k1,eps_G_5,1.0864403368179829e-19
2,b_1_k1,eps_G_5,1.807745675386237e-19
3,b_1_k1,eps_G_5,8.535287075908434e-20
4,b_1_k1,eps_G_5,7.207767660066652e-21
5,b_1_k1,eps_G_5,-5.616184352673832e-20
6,b_1_k1,eps_G_5,-1.0692961015278294e-19
7,b_1_k1,eps_G_5,-1.4698220501835124e-19
8,b_1_k1,eps_G_5,-1.77954984809278e-19
9,b_1_k1,eps_G_5,-2.0126338659183583e-19
10,b_1_k1,eps_G_5,-2.1813055816978936e-19
11,b_1_k1,eps_G_5,-2.296116615662338e-19
12,b_1_k1,eps_G_5,-2.3661523870169142e-19
13,b_1_k1,eps_G_5,-2.3992198379439524e-19
14,b_1_k1,eps_G_5,-2.402012274815413e-19
15,b_1_k1,eps_G_5,-2.3802540259331416e-19
16,b_1_k1,eps_G_5,-2.338827304079171e-19
17,b_1_k1,eps_G_5,-2.281883386336662e-19
18,b_1_k1,eps_G_5,-2.2129399791018644e-19
19,b_1_k1,eps_G_5,-2.134966419450659e-19
20,b_1_k1,eps_G_5,-2.0504581719386762e-19
21,b_1_k1,eps_G_5,-1.9615019097345832e-19
22,b_1_k1,eps_G_5,-1.8698323182519218e-19
23,b_1_k1,eps_G_5,-1.7768816259684472e-19
24,b_1_k1,eps_G_5,-1.6838227489591481e-19
25,b_1_k1,eps_G_5,-1.5916068310920243e-19
26,b_1_k1,eps_G_5,-1.5009958693087336e-19
27,b_1_k1,eps_G_5,-1.4125910315711808e-19
28,b_1_k1,eps_G_5,-1.3268572026880515e-19
29,b_1_k1,eps_G_5,-1.244144229265836e-19
30,b_1_k1,eps_G_5,-1.164705278501183e-19
31,b_1_k1,eps_G_5,-1.088712675596802e-19
32,b_1_k1,eps_G_5,-1.0162715404882858e-19
33,b_1_k1,eps_G_5,-9.474315056455045e-20
34,b_1_k1,eps_G_5,-8.82196762366397e-20
35,b_1_k1,eps_G_5,-8.205346526866559e-20
36,b_1_k1,eps_G_5,-7.623829973191988e-20
37,b_1_k1,eps_G_5,-7.076563264983666e-20
38,b_1_k1,eps_G_5,-6.562511598685089e-20
39,b_1_k1,eps_G_5,-6.080504632996388e-20
40,b_1_k1,eps_G_5,-5.629273944458578e-20
41,b_1_k1,eps_G_5,-5.207484347298366e-20
42,b_1_k1,eps_G_5,-4.8137599301256097e-20
43,b_1_k1,eps_G_5,-4.446705552914422e-20
44,b_1_k1,eps_G_5,-4.104924451844216e-20
45,b_1_k1,eps_G_5,-3.787032515458907e-20
46,b_1_k1,eps_G_5,-3.491669721832217e-20
47,b_1_k1,eps_G_5,-3.217509161776276e-20
48,b_1_k1,eps_G_5,-2.9632640165132007e-20
49,b_1_k1,eps_G_5,-2.727692808684978e-20
50,b_1_k1,eps_G_5,-2.5096032022572683e-20
51,b_1_k1,eps_G_5,-2.30785458902825e-20
52,b_1_k1,eps_G_5,-2.1213596664224638e-20
53,b_1_k1,eps_G_5,-1.9490851824475512e-20
54,b_1_k1,eps_G_5,-1.790051998603397e-20
55,b_1_k1,eps_G_5,-1.6433345997035976e-20
56,b_1_k1,eps_G_5,-1.508060160597724e-20
57,b_1_k1,eps_G_5,-1.3834072633159897e-20
58,b_1_k1,eps_G_5,-1.2686043438846248e-20
59,b_1_k1,eps_G_5,-1.1629279357063731e-20
60,b_1_k1,eps_G_5,-1.0657007657249256e-20
61,b_1_k1,eps_G_5,-9.762897503827038e-21
62,b_1_k1,eps_G_5,-8.941039304516771e-21
63,b_1_k1,eps_G_5,-8.185923770030285e-21
64,b_1_k1,eps_G_5,-7.492420949395928e-21
65,b_1_k1,eps_G_5,-6.855759455188138e-21
66,b_1_k1,eps_G_5,-6.271506050327949e-21
67,b_1_k1,eps_G_5,-5.7355457318879175e-21
68,b_1_k1,eps_G_5,-5.2440624166326125e-21
69,b_1_k1,eps_G_5,-4.793520307109489e-21
70,b_1_k1,eps_G_5,-4.380645995324663e-21
71,b_1_k1,eps_G_5,-4.0024113428257075e-21
72,b_1_k1,eps_G_5,-3.656017160873297e-21
73,b_1_k1,eps_G_5,-3.3388777018831114e-21
74,b_1_k1,eps_G_5,-3.04860596308223e-21
75,b_1_k1,eps_G_5,-2.7829997950226942e-21
76,b_1_k1,eps_G_5,-2.5400288009442425e-21
77,b_1_k1,eps_G_5,-2.3178220077312547e-21
78,b_1_k1,eps_G_5,-2.1146562851514215e-21
79,b_1_k1,eps_G_5,-1.9289454870102428e-21
80,b_1_k1,eps_G_5,-1.759230285645785e-21
81,b_1_k1,eps_G_5,-1.6041686696841168e-21
82,b_1_k1,eps_G_5,-1.4625270740583246e-21
83,b_1_k1,eps_G_5,-1.3331721108608496e-21
84,b_1_k1,eps_G_5,-1.2150628695622863e-21
85,b_1_k1,eps_G_5,-1.1072437554148271e-21
86,b_1_k1,eps_G_5,-1.0088378354012367e-21
87,b_1_k1,eps_G_5,-9.190406618362162e-22
88,b_1_k1,eps_G_5,-8.371145446301876e-22
89,b_1_k1,eps_G_5,-7.623832442470025e-22
90,b_1_k1,eps_G_5,-6.942270584941525e-22
91,b_1_k1,eps_G_5,-6.320782774494024e-22
92,b_1_k1,eps_G_5,-5.754169820286609e-22
93,b_1_k1,eps_G_5,-5.237671629175736e-22
94,b_1_k1,eps_G_5,-4.766931378084171e-22
95,b_1_k1,eps_G_5,-4.337962460919163e-22
96,b_1_k1,eps_G_5,-3.9471180134063137e-22
97,b_1_k1,eps_G_5,-3.5910628307868435e-22
98,b_1_k1,eps_G_5,-3.2667475045572035e-22
99,b_1_k1,eps_G_5,-2.971384615265623e-22
100,b_1_k1,eps_G_5,-2.7024268287867875e-22
1,alpha_1_k1,eps_G_5,4.2272905525934017e-20
2,alpha_1_k1,eps_G_5,2.5790304728994815e-20
3,alpha_1_k1,eps_G_5,4.1162265343411414e-20
4,alpha_1_k1,eps_G_5,5.320193078765473e-20
5,alpha_1_k1,eps_G_5,6.242204048961525e-20
6,alpha_1_k1,eps_G_5,6.926610894330713e-20
7,alpha_1_k1,eps_G_5,7.41171433013645e-20
8,alpha_1_k1,eps_G_5,7.730530969837731e-20
9,alpha_1_k1,eps_G_5,7.91146713829739e-20
10,alpha_1_k1,eps_G_5,7.97891076336674e-20
11,alpha_1_k1,eps_G_5,7.953750992039247e-20
12,alpha_1_k1,eps_G_5,7.853834067343584e-20
13,alpha_1_k1,eps_G_5,7.694363017666661e-20
14,alpha_1_k1,eps_G_5,7.488247837251689e-20
15,alpha_1_k1,eps_G_5,7.246412062743043e-20
16,alpha_1_k1,eps_G_5,6.97806096476361e-20
17,alpha_1_k1,eps_G_5,6.690915965752633e-20
18,alpha_1_k1,eps_G_5,6.391419356896213e-20
19,alpha_1_k1,eps_G_5,6.084912910153552e-20
20,alpha_1_k1,eps_G_5,5.775793559190462e-20
21,alpha_1_k1,eps_G_5,5.467648949318453e-20
22,alpha_1_k1,eps_G_5,5.163375325828943e-20
23,alpha_1_k1,eps_G_5,4.8652799375441494e-20
24,alpha_1_k1,eps_G_5,4.5751698736580255e-20
25,alpha_1_k1,eps_G_5,4.294429023173685e-20
26,alpha_1_k1,eps_G_5,4.024084644049631e-20
27,alpha_1_k1,eps_G_5,3.764864850518652e-20
28,alpha_1_k1,eps_G_5,3.517248169253373e-20
29,alpha_1_k1,eps_G_5,3.2815061757359627e-20
30,alpha_1_k1,eps_G_5,3.057740099229501e-20
31,alpha_1_k1,eps_G_5,2.845912176266972e-20
32,alpha_1_k1,eps_G_5,2.6458724369046527e-20
33,alpha_1_k1,eps_G_5,2.4573815236521282e-20
34,alpha_1_k1,eps_G_5,2.280130068681062e-20
35,alpha_1_k1,eps_G_5,2.1137550894676883e-20
36,alpha_1_k1,eps_G_5,1.957853805410178e-20
37,alpha_1_k1,eps_G_5,1.8119952272694935e-20
38,alpha_1_k1,eps_G_5,1.6757298267028433e-20
39,alpha_1_k1,eps_G_5,1.5485975539768285e-20
40,alpha_1_k1,eps_G_5,1.4301344375289884e-20
41,alpha_1_k1,eps_G_5,1.3198779688309482e-20
42,alpha_1_k1,eps_G_5,1.217371449497226e-20
43,alpha_1_k1,eps_G_5,1.1221674543419388e-20
44,alpha_1_k1,eps_G_5,1.0338305437227367e-20
45,alpha_1_k1,eps_G_5,9.519393406839557e-21
46,alpha_1_k1,eps_G_5,8.760880728157035e-21
47,alpha_1_k1,eps_G_5,8.058876651142619e-21
48,alpha_1_k1,eps_G_5,7.409664582249517e-21
49,alpha_1_k1,eps_G_5,6.809706160623612e-21
50,alpha_1_k1,eps_G_5,6.255642777500392e-21
51,alpha_1_k1,eps_G_5,5.744295009395579e-21
52,alpha_1_k1,eps_G_5,5.2726603671367245e-21
53,alpha_1_k1,eps_G_5,4.837909703235686e-21
54,alpha_1_k1,eps_G_5,4.437382568443487e-21
55,alpha_1_k1,eps_G_5,4.068581763577371e-21
56,alpha_1_k1,eps_G_5,3.7291672940000435e-21
57,alpha_1_k1,eps_G_5,3.416949900702408e-21
58,alpha_1_k1,eps_G_5,3.129884313124299e-21
59,alpha_1_k1,eps_G_5,2.8660623440547877e-21
60,alpha_1_k1,eps_G_5,2.6237059256679356e-21
61,alpha_1_k1,eps_G_5,2.4011601675179063e-21
62,alpha_1_k1,eps_G_5,2.196886501741203e-21
63,alpha_1_k1,eps_G_5,2.009455967444661e-21
64,alpha_1_k1,eps_G_5,1.8375426749900164e-21
65,alpha_1_k1,eps_G_5,1.6799174813518537e-21
66,alpha_1_k1,eps_G_5,1.5354418996914232e-21
67,alpha_1_k1,eps_G_5,1.4030622595495605e-21
68,alpha_1_k1,eps_G_5,1.2818041284391558e-21
69,alpha_1_k1,eps_G_5,1.1707670009553368e-21
70,alpha_1_k1,eps_G_5,1.06911925768389e-21
71,alpha_1_k1,eps_G_5,9.760933930571789e-22
72,alpha_1_k1,eps_G_5,8.909815087789712e-22
73,alpha_1_k1,eps_G_5,8.131310674258333e-22
74,alpha_1_k1,eps_G_5,7.419408992555331e-22
75,alpha_1_k1,eps_G_5,6.768574540450349e-22
76,alpha_1_k1,eps_G_5,6.173712888840809e-22
77,alpha_1_k1,eps_G_5,5.630137822148674e-22
78,alpha_1_k1,eps_G_5,5.133540639906557e-22
79,alpha_1_k1,eps_G_5,4.679961515891377e-22
80,alpha_1_k1,eps_G_5,4.265762810280167e-22
81,alpha_1_k1,eps_G_5,3.8876042306322863e-22
82,alpha_1_k1,eps_G_5,3.5424197388111796e-22
83,alpha_1_k1,eps_G_5,3.227396103047971e-22
84,alpha_1_k1,eps_G_5,2.939952997049292e-22
85,alpha_1_k1,eps_G_5,2.6777245512198696e-22
86,alpha_1_k1,eps_G_5,2.4385422645858387e-22
87,alpha_1_k1,eps_G_5,2.220419189766415e-22
88,alpha_1_k1,eps_G_5,2.021535307265018e-22
89,alpha_1_k1,eps_G_5,1.840224009366236e-22
90,alpha_1_k1,eps_G_5,1.674959617974561e-22
91,alpha_1_k1,eps_G_5,1.5243458647675578e-22
92,alpha_1_k1,eps_G_5,1.38710526602221e-22
93,alpha_1_k1,eps_G_5,1.2620693283782558e-22
94,alpha_1_k1,eps_G_5,1.1481695256028708e-22
95,alpha_1_k1,eps_G_5,1.0444289900987799e-22
96,alpha_1_k1,eps_G_5,9.499548664394786e-23
97,alpha_1_k1,eps_G_5,8.639312776110498e-23
98,alpha_1_k1,eps_G_5,7.85612857883912e-23
99,alpha_1_k1,eps_G_5,7.143188093260911e-23
100,alpha_1_k1,eps_G_5,6.494274419009953e-23
1,b_2_k1,eps_G_5,1.6289368597474e-19
2,b_2_k1,eps_G_5,1.1936951164446885e-19
3,b_2_k1,eps_G_5,1.4335427201153693e-19
4,b_2_k1,eps_G_5,1.6134838518874674e-19
5,b_2_k1,eps_G_5,1.7431013301039925e-19
6,b_2_k1,eps_G_5,1.8306604741583382e-19
7,b_2_k1,eps_G_5,1.8832767761007746e-19
8,b_2_k1,eps_G_5,1.9070632129131408e-19
9,b_2_k1,eps_G_5,1.9072595946020256e-19
10,b_2_k1,eps_G_5,1.8883460678240022e-19
11,b_2_k1,eps_G_5,1.8541426504555635e-19
12,b_2_k1,eps_G_5,1.8078964558825725e-19
13,b_2_k1,eps_G_5,1.7523580737196246e-19
14,b_2_k1,eps_G_5,1.6898484034304402e-19
15,b_2_k1,eps_G_5,1.6223170864618966e-19
16,b_2_k1,eps_G_5,1.5513935488527574e-19
17,b_2_k1,eps_G_5,1.478431547900827e-19
18,b_2_k1,eps_G_5,1.4045480116507553e-19
19,b_2_k1,eps_G_5,1.3306568671716897e-19
20,b_2_k1,eps_G_5,1.2574984714719296e-19
21,b_2_k1,eps_G_5,1.1856651862404048e-19
22,b_2_k1,eps_G_5,1.1156235733404657e-19
23,b_2_k1,eps_G_5,1.0477336311581103e-19
24,b_2_k1,eps_G_5,9.822654416788213e-20
25,b_2_k1,eps_G_5,9.194135537838092e-20
26,b_2_k1,eps_G_5,8.593093890510111e-20
27,b_2_k1,eps_G_5,8.020319217269349e-20
28,b_2_k1,eps_G_5,7.476168539771637e-20
29,b_2_k1,eps_G_5,6.960644805600774e-20
30,b_2_k1,eps_G_5,6.473464132866367e-20
31,b_2_k1,eps_G_5,6.014113146622834e-20
32,b_2_k1,eps_G_5,5.581897716299342e-20
33,b_2_k1,eps_G_5,5.1759842405743215e-20
34,b_2_k1,eps_G_5,4.7954344828313124e-20
35,b_2_k1,eps_G_5,4.439234834231162e-20
36,b_2_k1,eps_G_5,4.106320770522727e-20
37,b_2_k1,eps_G_5,3.79559717121367e-20
38,b_2_k1,eps_G_5,3.505955084061196e-20
39,b_2_k1,eps_G_5,3.23628544262708e-20
40,b_2_k1,eps_G_5,2.985490178639175e-20
41,b_2_k1,eps_G_5,2.7524911130225803e-20
42,b_2_k1,eps_G_5,2.536236958742913e-20
43,b_2_k1,eps_G_5,2.3357087241889536e-20
44,b_2_k1,eps_G_5,2.1499237669583565e-20
45,b_2_k1,eps_G_5,1.9779387139319904e-20
46,b_2_k1,eps_G_5,1.8188514338413132e-20
47,b_2_k1,eps_G_5,1.6718022226294515e-20
48,b_2_k1,eps_G_5,1.535974339321549e-20
49,b_2_k1,eps_G_5,1.4105940104489328e-20
50,b_2_k1,eps_G_5,1.2949300039576239e-20
51,b_2_k1,eps_G_5,1.1882928586600876e-20
52,b_2_k1,eps_G_5,1.0900338423824826e-20
53,b_2_k1,eps_G_5,9.995437007737974e-21
54,b_2_k1,eps_G_5,9.16251249063025e-21
55,b_2_k1,eps_G_5,8.396218506866688e-21
56,b_2_k1,eps_G_5,7.691558194949535e-21
57,b_2_k1,eps_G_5,7.043867760347145e-21
58,b_2_k1,eps_G_5,6.448799830715739e-21
59,b_2_k1,eps_G_5,5.9023068094071444e-21
60,b_2_k1,eps_G_5,5.400624394053109e-21
61,b_2_k1,eps_G_5,4.9402553936758104e-21
62,b_2_k1,eps_G_5,4.517953949433441e-21
63,b_2_k1,eps_G_5,4.130710240102787e-21
64,b_2_k1,eps_G_5,3.77573573314393e-21
65,b_2_k1,eps_G_5,3.450449025175815e-21
66,b_2_k1,eps_G_5,3.1524623014698846e-21
67,b_2_k1,eps_G_5,2.879568432253382e-21
68,b_2_k1,eps_G_5,2.6297287138654804e-21
69,b_2_k1,eps_G_5,2.4010612548326267e-21
70,b_2_k1,eps_G_5,2.1918300004676883e-21
71,b_2_k1,eps_G_5,2.0004343844274114e-21
72,b_2_k1,eps_G_5,1.8253995915905126e-21
73,b_2_k1,eps_G_5,1.6653674134767198e-21
74,b_2_k1,eps_G_5,1.5190876750697804e-21
75,b_2_k1,eps_G_5,1.3854102102094617e-21
76,b_2_k1,eps_G_5,1.263277361570509e-21
77,b_2_k1,eps_G_5,1.1517169805572524e-21
78,b_2_k1,eps_G_5,1.049835902130942e-21
79,b_2_k1,eps_G_5,9.56813869584321e-22
80,b_2_k1,eps_G_5,8.718978845257147e-22
81,b_2_k1,eps_G_5,7.943969577829865e-22
82,b_2_k1,eps_G_5,7.236772375435468e-22
83,b_2_k1,eps_G_5,6.591574917741652e-22
84,b_2_k1,eps_G_5,6.003049227832246e-22
85,b_2_k1,eps_G_5,5.466312926727304e-22
86,b_2_k1,eps_G_5,4.9768933935650275e-22
